,IDENTIFIER,DAYS_ENGAGED,APPS_USED
204910,311363,1,1.0
204911,106004,2,3.0
204953,284470,1,1.0
204954,221536,1,1.0
204957,145509,1,
204958,232199,3,4.0
204966,246972,1,1.0
204971,323184,1,1.0
204973,259088,1,1.0
204975,316386,2,3.0
204977,232825,1,4.0
204981,131740,1,4.0
204982,299933,1,
204983,277197,1,1.0
204989,257219,1,
204992,276334,1,
204997,220926,2,1.0
204999,265640,1,
205001,122682,1,1.0
205004,299699,1,3.0
205012,132100,3,12.0
205018,259919,2,
205019,316658,1,1.0
205020,164908,1,2.0
205022,163343,2,1.0
205024,301736,1,
205027,182410,2,4.0
205035,307540,2,2.0
205038,203075,1,
205041,254500,1,
205042,264890,1,2.0
205045,192887,1,3.0
205046,191113,1,1.0
205048,135122,2,1.0
205057,249607,2,1.0
205058,258101,1,
205060,253013,2,3.0
205088,171533,6,10.0
205092,213887,3,3.0
205093,181221,2,1.0
205098,270064,1,1.0
205100,164660,2,1.0
205102,285639,2,3.0
205103,176858,2,
205104,296540,3,2.0
205105,285544,3,3.0
205111,288726,2,4.0
205119,178724,1,1.0
205121,222499,4,3.0
205125,225158,1,
205133,290346,3,16.0
205142,188126,2,
205143,120045,3,7.0
205145,137857,1,2.0
205160,206885,2,2.0
205165,298705,2,
205166,249645,1,1.0
205170,309903,1,1.0
205175,286045,1,1.0
205178,249477,3,2.0
205183,298740,1,
205184,135170,2,3.0
205189,166038,1,1.0
205194,232284,1,
205214,106161,2,2.0
205218,318029,1,
205219,182480,1,
205222,201592,1,3.0
205229,307272,1,1.0
205231,298941,1,1.0
205233,105653,1,
205234,307671,1,1.0
205235,290957,1,1.0
205236,285714,1,2.0
205237,220856,2,4.0
205239,253440,1,1.0
205242,309709,4,8.0
205244,289973,1,3.0
205246,169746,1,3.0
205248,282999,1,8.0
205249,176749,2,1.0
205256,261935,1,1.0
205259,315481,2,3.0
205261,155089,1,2.0
205262,175050,2,2.0
205268,240571,1,1.0
205271,172787,1,4.0
205273,132748,2,2.0
205278,260570,1,
205285,136054,2,3.0
205288,301698,1,
205290,167327,1,1.0
205296,181371,1,1.0
205300,266337,1,2.0
205301,170574,1,
205327,189759,1,
205331,111848,1,1.0
205332,287392,1,5.0
205335,255540,2,10.0
205336,118369,5,3.0
205337,149408,2,
205342,158004,2,3.0
205346,267857,1,2.0
205347,177004,1,1.0
205348,265978,1,5.0
205354,300598,1,31.0
205356,319495,1,1.0
205363,184850,1,2.0
205365,251511,1,1.0
205369,121396,1,
205371,221257,2,2.0
205372,148753,1,3.0
205375,210482,1,
205389,210654,3,10.0
205391,144050,1,1.0
205395,111279,1,1.0
205397,318546,1,1.0
205400,247310,1,
205410,268308,1,
205414,122902,1,2.0
205417,203564,1,
205418,301261,3,3.0
205424,126794,2,
205429,250050,1,1.0
205430,302582,1,
205434,213462,1,
205435,253945,1,1.0
205439,292549,1,2.0
205456,267453,1,4.0
205457,316232,1,1.0
205460,106426,1,1.0
205461,255600,1,
205463,212804,1,
205464,102146,2,2.0
205469,186893,1,2.0
205470,104421,1,2.0
205471,229778,1,1.0
205474,311980,2,8.0
205476,183372,1,
205486,318807,1,1.0
205493,167678,1,1.0
205495,105155,1,2.0
205496,309092,1,3.0
205498,318789,1,
205500,201713,3,9.0
205503,171136,1,
205505,256693,1,1.0
205506,166077,1,1.0
205511,167210,2,1.0
205514,147066,1,
205520,189520,2,2.0
205521,260728,1,1.0
205522,190316,1,2.0
205523,185434,1,4.0
205527,239771,1,2.0
205529,246337,1,3.0
205530,256042,1,
205531,197775,1,
205541,149043,3,7.0
205544,151335,2,4.0
205545,171260,2,3.0
205548,165198,1,2.0
205552,252512,1,2.0
205572,213784,1,2.0
205576,109417,1,1.0
205577,203035,4,4.0
205578,229221,1,3.0
205580,299734,1,
205586,299647,1,1.0
205587,278304,1,
205589,138463,1,2.0
205592,251465,1,1.0
205593,216833,1,1.0
205600,239370,1,
205602,247549,1,
205603,225339,1,
205605,206280,1,1.0
205606,236836,1,1.0
205609,163918,1,
205611,194958,1,
205614,300203,1,
205615,269812,1,2.0
205618,117239,1,2.0
205619,272917,1,
205621,304233,1,2.0
205622,240057,1,1.0
205624,171276,1,2.0
205626,314910,1,4.0
205628,124390,1,1.0
205630,109816,1,2.0
205631,202842,1,1.0
205632,164435,1,
205635,286957,1,
205638,244022,1,1.0
205641,137109,1,
205642,238756,1,3.0
205643,208219,1,2.0
205644,127121,1,
205646,211650,1,
205649,259938,1,1.0
205656,202468,1,
205659,206781,1,
205661,203290,1,1.0
205662,250551,1,1.0
205690,117856,1,2.0
205696,209136,1,1.0
205700,148149,2,5.0
205704,260095,3,2.0
205706,171502,1,3.0
205709,165564,1,1.0
205710,203951,1,1.0
205715,296407,1,1.0
205727,192667,1,1.0
205729,168335,1,2.0
205731,128403,3,6.0
205733,299442,1,
205749,190031,1,3.0
205753,242244,1,2.0
205756,201756,1,
205757,123071,4,5.0
205758,292180,1,1.0
205766,302850,1,
205768,279355,1,1.0
205788,168564,1,5.0
205794,293854,2,7.0
205795,302199,3,
205797,206471,2,4.0
205800,256729,1,1.0
205802,142566,1,1.0
205803,223946,1,1.0
205815,316585,1,
205816,248758,1,
205817,115265,4,4.0
205818,306999,4,8.0
205820,101680,2,4.0
205821,152610,1,1.0
205824,313967,1,3.0
205827,306167,1,2.0
205828,183833,1,
205832,315358,1,
205834,240700,1,1.0
205836,196226,1,
205838,235055,2,1.0
205844,205251,2,3.0
205847,136179,2,3.0
205848,141587,2,3.0
205850,222512,1,
205855,319136,2,
205857,245435,2,2.0
205859,211198,1,
205868,291041,2,1.0
205870,302221,1,
205871,150880,1,
205872,214196,1,2.0
205875,294845,1,
205877,166665,2,2.0
205896,310244,1,1.0
205897,306503,1,1.0
205898,119882,1,1.0
205899,236793,1,
205904,225868,1,1.0
205907,177354,2,7.0
205909,310184,2,1.0
205918,231041,1,2.0
205919,152284,1,
205928,304000,3,3.0
205933,167737,2,
205939,263906,1,
205940,188931,1,
205941,211337,1,
205942,206164,1,
205943,298820,1,1.0
205945,102728,1,1.0
205957,100500,2,6.0
205962,318797,1,
205964,223257,1,
205965,120031,1,3.0
205970,136021,1,1.0
205971,138681,1,1.0
205981,283963,1,1.0
205986,198023,1,
206014,282147,1,
206017,224932,3,5.0
206025,255267,1,1.0
206026,269614,1,1.0
206033,282829,1,1.0
206034,153732,1,
206035,210173,1,1.0
206037,142028,1,1.0
206042,202518,1,1.0
206046,213652,1,1.0
206047,126418,1,1.0
206051,133760,1,3.0
206054,281498,1,1.0
206056,106923,1,1.0
206059,175958,1,2.0
206060,189017,1,
206066,194938,1,
206067,132974,1,
206068,195968,1,
206074,135599,2,1.0
206075,217044,1,
206078,139407,1,
206094,299604,1,4.0
206097,231473,3,1.0
206126,257217,1,1.0
206128,111934,1,
206129,299845,1,2.0
206132,266833,1,1.0
206136,210167,1,
206139,268417,3,13.0
206142,269192,2,2.0
206148,230830,1,1.0
206150,114695,1,3.0
206153,245871,1,2.0
206158,162362,1,1.0
206159,225872,1,
206161,135267,1,
206163,144864,2,3.0
206164,237581,1,1.0
206167,233683,1,3.0
206171,182017,1,
206173,146726,1,
206177,128905,1,
206179,266144,1,3.0
206181,149858,1,
206182,271154,2,1.0
206186,223142,1,2.0
206187,145830,2,2.0
206188,278497,1,
206190,271843,2,1.0
206196,252037,3,4.0
206223,294849,1,1.0
206226,161372,1,1.0
206234,126976,1,1.0
206240,314597,1,4.0
206242,171237,1,
206247,317206,1,1.0
206259,201290,1,
206260,200232,1,1.0
206263,252528,1,
206268,145910,3,2.0
206269,213103,1,2.0
206274,282137,1,3.0
206275,254289,1,7.0
206279,304377,1,3.0
206286,250734,1,
206288,163179,1,13.0
206294,298146,1,2.0
206295,205557,1,1.0
206301,271769,1,1.0
206306,261001,1,3.0
206325,313120,1,2.0
206329,266938,3,3.0
206330,196666,1,
206335,292717,1,2.0
206339,321390,1,6.0
206342,139084,2,6.0
206345,181448,1,1.0
206346,111975,1,2.0
206353,316731,1,
206355,105399,1,2.0
206358,218723,1,1.0
206360,183328,1,11.0
206361,190711,1,5.0
206363,153217,1,3.0
206364,101001,1,
206365,298344,1,1.0
206368,300025,1,1.0
206369,164132,1,1.0
206374,113020,1,2.0
206375,281008,1,
206381,177010,1,1.0
206383,297518,1,1.0
206385,313507,1,
206386,214011,1,2.0
206393,308453,1,2.0
206398,320988,1,6.0
206414,248936,1,
206422,194113,1,
206424,244782,1,2.0
206425,108056,1,
206426,234308,2,4.0
206430,288558,1,
206434,236095,1,4.0
206436,276254,1,
206440,268391,1,
206445,213765,1,
206448,249087,2,4.0
206452,132221,1,1.0
206461,169195,1,3.0
206462,268022,1,3.0
206465,275238,1,1.0
206468,238720,1,1.0
206470,140462,1,2.0
206471,240403,1,
206472,325552,1,1.0
206479,260386,1,6.0
206480,103127,1,2.0
206482,125093,1,1.0
206485,161528,4,4.0
206491,238578,1,1.0
206492,177769,1,
206507,276711,1,4.0
206517,146725,2,2.0
206518,148889,1,1.0
206519,260905,1,1.0
206522,322107,1,1.0
206523,154076,1,
206524,182571,1,
206528,175166,1,
206532,306111,1,
206534,243014,1,1.0
206537,237906,1,1.0
206539,248166,1,1.0
206545,221131,1,1.0
206546,156132,1,2.0
206550,186374,1,1.0
206552,304500,1,
206558,157402,1,
206560,189447,1,4.0
206564,270473,1,
206566,129295,2,2.0
206570,276868,2,3.0
206572,271066,1,
206574,120627,2,12.0
206577,307297,2,7.0
206599,110169,1,
206601,301612,1,
206605,289909,1,
206609,138694,1,2.0
206617,172732,1,
206624,242922,1,1.0
206629,275067,1,
206630,177255,1,1.0
206636,248294,1,
206638,320031,1,
206639,167375,1,
206641,130595,1,2.0
206643,189537,1,2.0
206644,322640,1,
206645,276931,1,2.0
206653,298920,1,
206654,107840,1,2.0
206657,300646,1,2.0
206659,160892,1,2.0
206666,137653,1,2.0
206669,159560,1,
206670,315778,1,
206671,310137,1,
206672,322812,3,7.0
206673,115523,1,1.0
206693,123676,1,
206694,316330,1,2.0
206698,282862,1,2.0
206700,159244,1,1.0
206702,306721,1,
206714,256136,1,7.0
206716,294846,1,6.0
206720,263474,1,
206725,131061,1,2.0
206731,187053,1,
206734,237216,1,1.0
206736,136828,1,1.0
206738,263890,1,9.0
206739,309364,1,2.0
206741,144122,1,10.0
206743,287375,3,4.0
206744,111079,1,2.0
206746,169704,1,
206749,151875,1,
206772,153147,1,
206775,101251,1,
206776,127638,1,1.0
206779,238440,1,2.0
206783,204298,1,1.0
206790,201674,1,2.0
206791,318601,1,1.0
206794,141337,2,4.0
206798,109048,1,3.0
206802,123118,1,3.0
206804,100309,1,1.0
206807,292402,1,
206811,282859,1,4.0
206814,179717,1,2.0
206815,153000,1,
206816,150926,1,
206817,189347,1,
206820,249269,1,12.0
206823,201914,1,
206833,173135,2,1.0
206838,321227,1,
206842,236163,1,1.0
206843,314958,1,
206870,214761,1,1.0
206881,234551,2,3.0
206889,289041,1,1.0
206894,273964,1,
206903,201117,1,1.0
206906,305882,1,1.0
206909,194592,1,1.0
206910,153987,1,4.0
206911,248604,1,2.0
206912,285471,1,1.0
206928,133366,1,
206949,188886,1,
206950,175657,1,2.0
206951,171382,1,
206956,263392,1,2.0
206957,122770,1,3.0
206960,145227,1,2.0
206966,274900,1,2.0
206972,276978,1,
206973,112786,1,
206977,246141,1,2.0
206981,269944,1,
206983,275815,1,2.0
206985,155058,1,1.0
206988,290242,1,8.0
206990,235861,1,2.0
206992,200462,1,2.0
206993,264312,1,
206994,225051,2,1.0
206996,203790,1,2.0
206998,206317,1,2.0
206999,130535,1,1.0
207004,280950,1,
207007,251274,1,2.0
207026,256652,1,1.0
207028,155823,1,2.0
207029,195723,1,
207031,169229,1,4.0
207033,263454,1,1.0
207036,259461,1,2.0
207045,220308,1,1.0
207048,304368,1,
207049,146154,1,13.0
207050,240417,1,
207061,155440,1,
207062,125492,2,9.0
207070,197887,1,2.0
207073,126399,1,2.0
207075,232093,1,1.0
207076,291594,1,
207079,139315,1,2.0
207086,119261,7,10.0
207087,325876,4,6.0
207089,191870,1,
207092,171434,11,14.0
207093,277319,3,28.0
207094,157813,6,6.0
207100,269714,7,10.0
207102,117201,5,24.0
207104,214094,24,73.0
207107,303431,4,8.0
207108,268174,8,6.0
207109,181845,1,2.0
207112,247051,5,9.0
207113,272314,8,9.0
207119,144824,4,
207124,147075,6,2.0
207127,214046,6,14.0
207129,122919,14,21.0
207138,195729,9,5.0
207146,127051,5,2.0
207148,323339,8,7.0
207150,221959,6,15.0
207154,191474,5,10.0
207156,227175,5,16.0
207158,292747,18,18.0
207159,113642,11,20.0
207164,321029,5,14.0
207165,204083,4,4.0
207171,286452,7,11.0
207175,148656,8,7.0
207177,307445,17,26.0
207179,108588,14,12.0
207180,123538,6,4.0
207181,248068,3,3.0
207187,217988,15,25.0
207198,258270,8,3.0
207205,172229,25,51.0
207206,302235,1,1.0
207207,196029,1,1.0
207209,217631,4,11.0
207211,321730,3,5.0
207213,129157,6,8.0
207220,258090,3,2.0
207221,140233,14,60.0
207225,170644,5,2.0
207227,237469,5,10.0
207232,179659,5,10.0
207234,121571,7,12.0
207235,162364,18,17.0
207236,107757,11,21.0
207239,212190,5,2.0
207242,118499,14,31.0
207249,200309,2,3.0
207252,104141,21,18.0
207257,112938,7,19.0
207261,147547,7,4.0
207262,295652,3,3.0
207264,111699,9,21.0
207265,121278,22,29.0
207268,157191,4,5.0
207274,180587,6,8.0
207278,177329,12,9.0
207280,144182,4,6.0
207284,278808,13,10.0
207289,150968,7,9.0
207291,179236,13,8.0
207296,272514,20,8.0
207300,199462,7,12.0
207302,202795,1,1.0
207303,176449,6,7.0
207304,227193,4,5.0
207307,290572,9,10.0
207308,270572,5,7.0
207317,159260,2,3.0
207319,317568,4,6.0
207320,253657,15,17.0
207322,166720,5,5.0
207336,142414,7,16.0
207337,167173,5,13.0
207338,291002,3,8.0
207339,136354,17,8.0
207340,236224,10,9.0
207344,225562,7,9.0
207349,139543,10,4.0
207350,309794,18,31.0
207352,226049,2,2.0
207354,303958,6,5.0
207356,109909,6,27.0
207357,112506,11,4.0
207365,122672,16,12.0
207370,240554,4,2.0
207373,138485,7,19.0
207374,215058,10,24.0
207381,142615,1,
207383,150544,8,16.0
207393,314171,5,8.0
207395,108570,11,11.0
207396,170221,7,17.0
207398,135040,3,7.0
207400,101086,13,34.0
207401,155097,15,18.0
207403,310682,11,13.0
207408,272936,6,5.0
207409,132030,17,33.0
207415,183637,9,31.0
207416,103988,13,20.0
207424,317333,4,2.0
207425,324251,14,29.0
207428,103667,24,20.0
207432,195005,5,6.0
207434,249434,4,4.0
207441,208917,16,13.0
207447,270978,1,4.0
207448,115264,11,12.0
207452,147742,5,12.0
207456,257040,11,10.0
207457,275912,6,7.0
207463,288667,16,16.0
207464,113695,13,24.0
207465,114416,12,17.0
207468,270058,18,11.0
207471,123811,11,9.0
207474,166898,10,8.0
207476,156994,10,30.0
207479,146135,3,3.0
207480,185106,7,7.0
207490,277057,6,3.0
207492,201708,21,56.0
207503,129019,6,7.0
207504,257826,1,2.0
207505,208490,14,36.0
207507,124389,10,
207512,265287,1,
207513,116309,12,12.0
207526,212914,4,6.0
207541,193687,9,15.0
207542,136270,17,9.0
207544,250448,5,5.0
207547,248272,9,11.0
207548,207446,4,5.0
207549,123990,15,36.0
207554,216306,21,56.0
207558,171095,4,
207561,130976,3,4.0
207574,168768,3,13.0
207580,105170,11,12.0
207596,144783,1,1.0
207597,231234,16,18.0
207599,272369,12,13.0
207600,282838,2,6.0
207606,232418,20,13.0
207607,106549,7,12.0
207616,292889,6,6.0
207624,307037,23,22.0
207627,252198,3,2.0
207629,169656,9,5.0
207635,152551,16,25.0
207645,114254,4,7.0
207648,122874,3,3.0
207657,203816,1,1.0
207658,132897,2,1.0
207659,319357,5,6.0
207660,236231,2,
207665,276597,17,43.0
207668,113043,20,25.0
207670,323699,3,
207672,106285,11,11.0
207674,103028,1,
207678,296629,20,22.0
207681,312151,9,2.0
207683,281686,7,13.0
207684,318957,4,4.0
207689,168931,1,1.0
207698,267195,16,2.0
207700,124700,7,16.0
207701,289541,7,14.0
207706,196153,12,25.0
207707,115255,2,3.0
207712,111880,16,22.0
207719,175088,3,6.0
207720,324836,3,11.0
207721,183001,18,17.0
207722,219335,3,2.0
207724,253039,19,18.0
207726,115183,10,11.0
207728,138710,9,21.0
207729,112474,11,7.0
207730,113969,2,1.0
207734,201119,4,5.0
207735,196147,7,9.0
207736,152473,18,33.0
207742,143655,12,22.0
207744,194754,21,28.0
207748,144257,5,3.0
207751,187417,1,
207752,127656,15,15.0
207757,225122,2,3.0
207758,322711,4,5.0
207759,308051,9,16.0
207766,129951,20,33.0
207782,210495,2,3.0
207784,142509,15,5.0
207785,239225,6,1.0
207787,311369,4,4.0
207801,141354,9,13.0
207804,113712,9,16.0
207806,290350,9,23.0
207808,112559,1,
207809,130337,8,11.0
207812,231877,14,45.0
207815,139366,6,4.0
207820,215483,1,2.0
207821,214974,15,14.0
207826,292017,6,15.0
207827,216154,5,21.0
207834,146239,3,8.0
207838,160895,6,9.0
207841,137410,5,7.0
207842,291864,6,3.0
207844,229170,8,6.0
207845,115907,10,15.0
207849,250003,7,5.0
207854,164981,7,12.0
207855,125438,7,16.0
207864,117342,15,12.0
207871,140830,19,59.0
207873,184645,3,9.0
207877,239364,4,4.0
207883,168918,12,8.0
207884,116752,5,14.0
207885,308761,2,2.0
207894,314449,6,11.0
207899,152008,16,51.0
207900,323507,10,13.0
207902,250871,7,7.0
207906,138227,20,25.0
207907,323782,10,15.0
207908,133084,2,2.0
207910,139537,22,41.0
207911,306330,3,1.0
207917,169090,4,1.0
207928,196904,19,28.0
207934,242827,7,3.0
207940,305813,6,1.0
207943,289781,9,14.0
207947,307700,1,
207948,157678,13,3.0
207952,157349,3,5.0
207953,283900,4,5.0
207954,160367,13,23.0
207958,117878,9,20.0
207959,253265,3,18.0
207962,307503,2,5.0
207964,164051,7,8.0
207970,201583,16,40.0
207971,255957,14,46.0
207972,261046,2,1.0
207981,166772,5,4.0
207983,234788,3,8.0
207989,102125,13,40.0
207990,285190,10,13.0
207991,273110,1,
207998,234374,18,18.0
208000,175600,6,14.0
208004,167479,2,5.0
208009,253606,8,12.0
208011,206131,2,2.0
208013,191904,6,9.0
208015,181789,3,2.0
208019,297892,14,22.0
208022,100473,3,6.0
208023,205200,9,13.0
208029,315770,4,1.0
208030,315454,2,
208034,246694,16,18.0
208035,201366,9,1.0
208038,222662,2,4.0
208040,200047,21,32.0
208042,322154,6,30.0
208051,227801,1,8.0
208052,129147,8,7.0
208054,116834,12,30.0
208057,131624,8,5.0
208058,295757,2,2.0
208059,207199,9,14.0
208064,242591,1,
208065,292919,23,30.0
208071,303220,19,43.0
208074,210470,4,3.0
208076,134192,3,8.0
208078,190578,9,8.0
208079,172514,3,5.0
208080,179905,1,
208088,158198,4,8.0
208089,134343,5,12.0
208092,185205,3,3.0
208101,315665,3,3.0
208102,170187,18,61.0
208110,137031,19,37.0
208111,135667,10,6.0
208112,109491,3,9.0
208119,110209,4,8.0
208124,126691,6,12.0
208125,213644,8,12.0
208129,174168,4,11.0
208130,163565,21,9.0
208131,223531,12,4.0
208134,110250,1,2.0
208140,129198,7,2.0
208143,107641,5,8.0
208145,133447,24,20.0
208150,192077,2,1.0
208153,119704,4,6.0
208154,187473,3,7.0
208160,252442,4,7.0
208161,102392,2,4.0
208165,283026,5,1.0
208166,261414,7,8.0
208169,253467,21,26.0
208171,141658,19,18.0
208174,172744,6,3.0
208177,110071,11,16.0
208178,281739,4,1.0
208182,210059,12,25.0
208184,271958,9,12.0
208185,188326,4,2.0
208189,321042,3,3.0
208197,285592,9,16.0
208198,196999,3,4.0
208199,132273,9,13.0
208201,196270,1,
208202,159754,2,1.0
208204,133488,13,21.0
208206,221152,9,1.0
208213,142195,4,6.0
208218,213791,9,8.0
208416,122322,16,30.0
208421,103440,7,
208425,134333,12,19.0
208431,223684,1,
208435,198491,28,55.0
208436,276339,15,20.0
208437,211041,1,
208439,272713,4,4.0
208441,286798,4,3.0
208444,312251,22,30.0
208447,106077,6,23.0
208448,130529,6,3.0
208455,211184,2,4.0
208456,235355,5,8.0
208458,122034,7,16.0
208459,266690,3,8.0
208463,284814,8,9.0
208465,281667,3,5.0
208467,208399,11,20.0
208474,125127,6,9.0
208476,103707,4,6.0
208489,101926,23,41.0
208491,277812,6,14.0
208494,252471,9,5.0
208497,160289,6,3.0
208499,164998,16,21.0
208500,206838,6,10.0
208501,249679,14,27.0
208506,167424,5,3.0
208510,201984,1,
208515,163861,8,16.0
208516,117890,13,1.0
208518,206921,4,9.0
208520,233774,5,4.0
208540,305580,1,
208542,298087,6,15.0
208546,292933,7,
208552,299354,9,6.0
208556,264791,3,6.0
208557,308418,1,1.0
208558,163968,13,10.0
208559,223633,20,19.0
208560,258471,1,
208561,145625,16,22.0
208563,296907,10,6.0
208568,295428,2,1.0
208582,207551,11,22.0
208591,196822,21,13.0
208596,133596,7,4.0
208597,199076,2,1.0
208600,242532,11,11.0
208601,155373,3,6.0
208605,218959,8,14.0
208613,270588,3,3.0
208615,121605,2,4.0
208616,141782,11,24.0
208624,176844,3,11.0
208630,315098,11,4.0
208634,321159,4,6.0
208635,210727,6,19.0
208637,316107,25,4.0
208641,158661,4,2.0
208643,136263,7,17.0
208645,284266,11,25.0
208647,179309,12,9.0
208648,173821,14,13.0
208650,130035,18,5.0
208654,276307,9,5.0
208655,244845,10,10.0
208661,323106,10,29.0
208665,275375,5,9.0
208666,278823,16,29.0
208668,149406,1,
208669,101979,22,16.0
208675,101565,6,11.0
208681,193768,10,12.0
208689,264008,10,18.0
208691,263038,19,37.0
208694,292313,6,12.0
208698,262718,12,14.0
208701,154648,3,3.0
208702,224286,1,
208703,123669,2,2.0
208705,281621,12,11.0
208707,158824,8,7.0
208712,152625,1,2.0
208713,245448,18,19.0
208714,138886,28,28.0
208718,108996,13,14.0
208724,133834,9,25.0
208726,297948,11,29.0
208731,246037,4,5.0
208732,188047,3,1.0
208741,166554,2,5.0
208743,215992,2,2.0
208744,305735,5,8.0
208750,126543,14,13.0
208752,151251,8,19.0
208755,162142,17,54.0
208757,302368,2,
208762,301710,1,4.0
208764,219767,13,14.0
208765,277327,4,1.0
208766,186983,3,3.0
208768,248199,19,15.0
208770,233132,7,28.0
208776,185995,13,18.0
208779,236033,5,5.0
208780,151258,1,5.0
208781,242376,21,7.0
208783,290667,8,12.0
208796,208507,14,7.0
208797,207874,3,
208800,189032,9,13.0
208801,282791,6,4.0
208803,107843,12,2.0
208807,157628,1,1.0
208808,265927,3,3.0
208811,137514,8,14.0
208813,257629,1,2.0
208816,165266,3,15.0
208817,139020,14,10.0
208819,111075,6,11.0
208821,118016,11,7.0
208823,174365,12,
208824,129700,6,7.0
208825,204513,10,14.0
208826,158705,22,34.0
208829,224183,3,1.0
208832,173226,1,1.0
208833,106463,9,
208834,138841,4,
208840,221297,14,6.0
208843,256544,1,
208846,243223,12,38.0
208853,137611,13,
208857,141352,11,15.0
208861,289478,10,7.0
208869,311258,5,2.0
208870,141770,3,1.0
208871,167365,4,5.0
208872,295464,10,8.0
208883,233973,7,6.0
208884,109403,3,5.0
208890,160299,6,7.0
208896,295477,2,4.0
208901,212816,11,3.0
208902,160741,3,7.0
208908,304201,9,16.0
208911,169487,8,11.0
208915,160218,5,5.0
208917,218766,1,
208920,160625,12,24.0
208921,153770,10,8.0
208925,273527,6,12.0
208926,174008,3,4.0
208927,176574,20,35.0
208933,124256,8,13.0
208935,117095,20,48.0
208943,164181,11,23.0
208946,282552,12,15.0
208947,233030,10,21.0
208948,222253,5,3.0
208949,306822,2,2.0
208952,107688,5,6.0
208954,114524,8,9.0
208963,136002,6,11.0
208967,148363,3,5.0
208970,119667,2,3.0
208975,196835,4,6.0
208978,190176,11,8.0
208980,116344,3,4.0
208983,244432,2,6.0
208988,141686,4,4.0
208990,170820,6,7.0
208991,122992,21,31.0
208996,298694,20,26.0
208997,194992,3,6.0
208998,137729,19,11.0
208999,182523,12,4.0
